Row,Year,Type,AL,Totals,"Children, armed, or not in labor force",Employed,Unemployed
4216,2014,High school or equivalent,UT,196,336,20,
4217,2014,High school or equivalent,VT,61,98,6,
4218,2014,High school or equivalent,VA,670,986,82,
4219,2014,High school or equivalent,WA,516,740,61,
4220,2014,High school or equivalent,WV,312,289,29,
4221,2014,High school or equivalent,WI,472,790,61,
4222,2014,High school or equivalent,WY,53,93,4,
4223,2014,"Some college, less than 4-yr degree",Totals,"69,041","23,700","42,290","3,051"
4224,2014,"Some college, less than 4-yr degree",AL,413,638,60,
4226,2014,"Some college, less than 4-yr degree",AK,54,104,9,
4227,2014,"Some college, less than 4-yr degree",AZ,477,897,49,
4228,2014,"Some college, less than 4-yr degree",AR,255,352,28,
4229,2014,"Some college, less than 4-yr degree",CA,"3,036","5,124",461,
4230,2014,"Some college, less than 4-yr degree",CO,355,758,52,
4231,2014,"Some college, less than 4-yr degree",CT,231,437,45,
4232,2014,"Some college, less than 4-yr degree",DE,74,113,10,
4233,2014,"Some college, less than 4-yr degree",DC,32,40,5,
4234,2014,"Some college, less than 4-yr degree",FL,"1,689","2,791",196,
4235,2014,"Some college, less than 4-yr degree",GA,771,"1,198",95,
4236,2014,"Some college, less than 4-yr degree",HI,117,199,10,
4237,2014,"Some college, less than 4-yr degree",ID,134,256,7,
4238,2014,"Some college, less than 4-yr degree",IL,"1,004","1,802",142,
4239,2014,"Some college, less than 4-yr degree",IN,441,903,62,
4240,2014,"Some college, less than 4-yr degree",IA,189,570,26,
4241,2014,"Some college, less than 4-yr degree",KS,213,478,16,
4242,2014,"Some college, less than 4-yr degree",KY,315,608,60,
4243,2014,"Some college, less than 4-yr degree",LA,380,494,27,
4244,2014,"Some college, less than 4-yr degree",ME,99,174,10,
4245,2014,"Some college, less than 4-yr degree",MD,500,697,41,
4246,2014,"Some college, less than 4-yr degree",MA,331,752,38,
4247,2014,"Some college, less than 4-yr degree",MI,744,"1,583",168,
4248,2014,"Some college, less than 4-yr degree",MN,385,983,50,
4249,2014,"Some college, less than 4-yr degree",MS,294,356,35,
4250,2014,"Some college, less than 4-yr degree",MO,479,838,75,
4251,2014,"Some college, less than 4-yr degree",MT,92,155,7,
4252,2014,"Some college, less than 4-yr degree",NE,115,354,17,
4253,2014,"Some college, less than 4-yr degree",NV,253,376,26,
4254,2014,"Some college, less than 4-yr degree",NH,102,187,9,
4255,2014,"Some college, less than 4-yr degree",NJ,635,"1,025",69,
4256,2014,"Some college, less than 4-yr degree",NM,184,278,31,
4257,2014,"Some college, less than 4-yr degree",NY,"1,529","2,215",160,
4258,2014,"Some college, less than 4-yr degree",NC,807,"1,173",135,
4259,2014,"Some college, less than 4-yr degree",ND,45,140,4,
4260,2014,"Some college, less than 4-yr degree",OH,720,"1,458",98,
4261,2014,"Some college, less than 4-yr degree",OK,296,458,44,
4262,2014,"Some college, less than 4-yr degree",OR,433,562,46,
4263,2014,"Some college, less than 4-yr degree",PA,691,"1,494",119,
4264,2014,"Some college, less than 4-yr degree",RI,71,125,14,
4265,2014,"Some college, less than 4-yr degree",SC,340,597,35,
4266,2014,"Some college, less than 4-yr degree",SD,51,164,5,
4267,2014,"Some college, less than 4-yr degree",TN,456,859,34,
4268,2014,"Some college, less than 4-yr degree",TX,"1,634","3,642",186,
4269,2014,"Some college, less than 4-yr degree",UT,244,438,22,
4270,2014,"Some college, less than 4-yr degree",VT,41,82,3,
4271,2014,"Some college, less than 4-yr degree",VA,600,"1,080",57,
4272,2014,"Some college, less than 4-yr degree",WA,801,967,78,
4273,2014,"Some college, less than 4-yr degree",WV,121,190,14,
4274,2014,"Some college, less than 4-yr degree",WI,380,"1,014",55,
4275,2014,"Some college, less than 4-yr degree",WY,48,107,5,
4276,2014,Bachelor's degree or higher,Totals,"70,068","17,395","50,780","1,893"
4277,2014,Bachelor's degree or higher,AL,273,555,17,
4279,2014,Bachelor's degree or higher,AK,27,115,3,
4280,2014,Bachelor's degree or higher,AZ,420,893,29,
4281,2014,Bachelor's degree or higher,AR,193,316,10,
4282,2014,Bachelor's degree or higher,CA,"2,328","6,350",302,
4283,2014,Bachelor's degree or higher,CO,393,"1,182",29,
4284,2014,Bachelor's degree or higher,CT,217,781,26,
4285,2014,Bachelor's degree or higher,DE,59,141,7,
4286,2014,Bachelor's degree or higher,DC,63,231,9,
4287,2014,Bachelor's degree or higher,FL,"1,232","2,981",97,
4288,2014,Bachelor's degree or higher,GA,582,"1,642",54,
4289,2014,Bachelor's degree or higher,HI,100,206,4,
4290,2014,Bachelor's degree or higher,ID,72,193,6,
4291,2014,Bachelor's degree or higher,IL,699,"2,295",103,
4292,2014,Bachelor's degree or higher,IN,237,840,12,
4293,2014,Bachelor's degree or higher,IA,96,460,13,
4294,2014,Bachelor's degree or higher,KS,155,526,7,
4295,2014,Bachelor's degree or higher,KY,149,623,14,
4296,2014,Bachelor's degree or higher,LA,209,610,8,
4297,2014,Bachelor's degree or higher,ME,80,234,3,
4298,2014,Bachelor's degree or higher,MD,407,"1,293",44,
4299,2014,Bachelor's degree or higher,MA,432,"1,565",56,
4300,2014,Bachelor's degree or higher,MI,472,"1,416",62,
4301,2014,Bachelor's degree or higher,MN,228,"1,100",29,
4302,2014,Bachelor's degree or higher,MS,123,332,34,
4303,2014,Bachelor's degree or higher,MO,327,837,25,
4304,2014,Bachelor's degree or higher,MT,45,147,3,
4305,2014,Bachelor's degree or higher,NE,76,343,2,
4306,2014,Bachelor's degree or higher,NV,132,302,17,
4307,2014,Bachelor's degree or higher,NH,76,282,8,
4308,2014,Bachelor's degree or higher,NJ,537,"1,741",83,
4309,2014,Bachelor's degree or higher,NM,142,289,6,
4310,2014,Bachelor's degree or higher,NY,"1,349","3,582",231,
4311,2014,Bachelor's degree or higher,NC,464,"1,411",66,
4312,2014,Bachelor's degree or higher,ND,29,131,2,
4313,2014,Bachelor's degree or higher,OH,528,"1,593",46,
4314,2014,Bachelor's degree or higher,OK,150,426,9,
4315,2014,Bachelor's degree or higher,OR,249,605,23,
4316,2014,Bachelor's degree or higher,PA,722,"2,130",80,
4317,2014,Bachelor's degree or higher,RI,60,212,8,
4318,2014,Bachelor's degree or higher,SC,262,697,14,
4319,2014,Bachelor's degree or higher,SD,28,135,2,
4320,2014,Bachelor's degree or higher,TN,299,897,34,
4321,2014,Bachelor's degree or higher,TX,"1,299","3,607",97,
4322,2014,Bachelor's degree or higher,UT,155,417,3,
4323,2014,Bachelor's degree or higher,VT,34,132,3,
4324,2014,Bachelor's degree or higher,VA,426,"1,655",55,
4325,2014,Bachelor's degree or higher,WA,374,"1,191",39,
4326,2014,Bachelor's degree or higher,WV,51,235,10,
4327,2014,Bachelor's degree or higher,WI,306,834,45,
4328,2014,Bachelor's degree or higher,WY,24,70,2,
4345,2015,Totals,Totals,"316,168","159,446","147,808","8,914"
4346,2015,Totals,AL,"4,768","2,573","2,061",134
4348,2015,Totals,AK,696,351,315,29
4349,2015,Totals,AZ,"6,657","3,651","2,844",162
4350,2015,Totals,AR,"2,896","1,585","1,235",76
4351,2015,Totals,CA,"38,701","19,655","17,807","1,239"
4352,2015,Totals,CO,"5,377","2,550","2,694",134
4353,2015,Totals,CT,"3,578","1,626","1,831",121
4354,2015,Totals,DE,929,465,443,21
4355,2015,Totals,DC,657,273,358,26
4356,2015,Totals,FL,"19,731","10,552","8,667",512
4357,2015,Totals,GA,"9,965","5,162","4,501",303
4358,2015,Totals,HI,"1,365",709,636,21
4359,2015,Totals,ID,"1,610",799,777,35
4360,2015,Totals,IL,"12,798","6,206","6,158",435
4361,2015,Totals,IN,"6,478","3,296","3,002",180
4362,2015,Totals,IA,"3,081","1,407","1,611",64
4363,2015,Totals,KS,"2,853","1,308","1,475",70
4364,2015,Totals,KY,"4,316","2,345","1,857",114
4365,2015,Totals,LA,"4,557","2,362","2,038",156
4366,2015,Totals,ME,"1,300",650,613,36
4367,2015,Totals,MD,"5,939","2,799","2,963",177
4368,2015,Totals,MA,"6,658","3,135","3,330",193
4369,2015,Totals,MI,"9,906","5,073","4,561",272
4370,2015,Totals,MN,"5,419","2,368","2,899",152
4371,2015,Totals,MS,"2,965","1,688","1,193",85
4372,2015,Totals,MO,"5,961","2,825","2,951",185
4373,2015,Totals,MT,"1,009",491,493,25
4374,2015,Totals,NE,"1,881",867,978,37
4375,2015,Totals,NV,"2,823","1,411","1,288",124
4376,2015,Totals,NH,"1,320",565,725,30
4377,2015,Totals,NJ,"8,939","4,361","4,273",305
4378,2015,Totals,NM,"2,035","1,118",867,50
4379,2015,Totals,NY,"19,679","10,001","9,125",554
4380,2015,Totals,NC,"9,836","4,990","4,569",277
4381,2015,Totals,ND,733,314,403,16
4382,2015,Totals,OH,"11,536","5,787","5,412",337
4383,2015,Totals,OK,"3,742","1,911","1,751",79
4384,2015,Totals,OR,"3,962","2,070","1,790",102
4385,2015,Totals,PA,"12,627","6,329","5,924",373
4386,2015,Totals,RI,"1,048",470,535,43
4387,2015,Totals,SC,"4,764","2,508","2,116",141
4388,2015,Totals,SD,847,386,437,24
4389,2015,Totals,TN,"6,502","3,361","2,963",178
4390,2015,Totals,TX,"26,687","13,812","12,298",577
4391,2015,Totals,UT,"2,929","1,490","1,389",50
4392,2015,Totals,VT,617,268,338,11
4393,2015,Totals,VA,"8,259","4,036","3,998",225
4394,2015,Totals,WA,"7,085","3,527","3,375",183
4395,2015,Totals,WV,"1,826","1,044",723,58
4396,2015,Totals,WI,"5,747","2,654","2,929",165
4397,2015,Totals,WY,572,264,291,17
4398,2015,Children under 15,Totals,"60,980","60,980",.,.
4400,2015,Children under 15,AL,909,909,.,.
4402,2015,Children under 15,AK,156,156,.,.
4403,2015,Children under 15,AZ,"1,330","1,330",.,.
4404,2015,Children under 15,AR,585,585,.,.
4405,2015,Children under 15,CA,"7,604","7,604",.,.
4406,2015,Children under 15,CO,"1,055","1,055",.,.
4407,2015,Children under 15,CT,627,627,.,.
4408,2015,Children under 15,DE,173,173,.,.
4409,2015,Children under 15,DC,101,101,.,.
4410,2015,Children under 15,FL,"3,342","3,342",.,.
4411,2015,Children under 15,GA,"2,080","2,080",.,.
4412,2015,Children under 15,HI,266,266,.,.
4413,2015,Children under 15,ID,351,351,.,.
4414,2015,Children under 15,IL,"2,473","2,473",.,.
4415,2015,Children under 15,IN,"1,322","1,322",.,.
4416,2015,Children under 15,IA,610,610,.,.
4417,2015,Children under 15,KS,590,590,.,.
4418,2015,Children under 15,KY,841,841,.,.
4419,2015,Children under 15,LA,931,931,.,.
4420,2015,Children under 15,ME,214,214,.,.
4421,2015,Children under 15,MD,"1,141","1,141",.,.
4422,2015,Children under 15,MA,"1,152","1,152",.,.
4423,2015,Children under 15,MI,"1,806","1,806",.,.
4424,2015,Children under 15,MN,"1,058","1,058",.,.
4425,2015,Children under 15,MS,599,599,.,.
4426,2015,Children under 15,MO,"1,134","1,134",.,.
4427,2015,Children under 15,MT,184,184,.,.
4428,2015,Children under 15,NE,392,392,.,.
4429,2015,Children under 15,NV,554,554,.,.
4430,2015,Children under 15,NH,211,211,.,.
4431,2015,Children under 15,NJ,"1,660","1,660",.,.
4432,2015,Children under 15,NM,421,421,.,.
4433,2015,Children under 15,NY,"3,464","3,464",.,.
4434,2015,Children under 15,NC,"1,881","1,881",.,.
4435,2015,Children under 15,ND,146,146,.,.
4436,2015,Children under 15,OH,"2,173","2,173",.,.
4437,2015,Children under 15,OK,807,807,.,.
4438,2015,Children under 15,OR,711,711,.,.
4439,2015,Children under 15,PA,"2,206","2,206",.,.
4440,2015,Children under 15,RI,167,167,.,.
4441,2015,Children under 15,SC,928,928,.,.
4442,2015,Children under 15,SD,177,177,.,.
4443,2015,Children under 15,TN,"1,243","1,243",.,.
4444,2015,Children under 15,TX,"5,949","5,949",.,.
4445,2015,Children under 15,UT,771,771,.,.
4446,2015,Children under 15,VT,97,97,.,.
4447,2015,Children under 15,VA,"1,560","1,560",.,.
4448,2015,Children under 15,WA,"1,338","1,338",.,.
4449,2015,Children under 15,WV,313,313,.,.
4450,2015,Children under 15,WI,"1,064","1,064",.,.
4451,2015,Children under 15,WY,116,116,.,.
4452,2015,No high school diploma,Totals,"42,205","26,956","13,426","1,823"
4453,2015,No high school diploma,AL,759,505,230,25
4455,2015,No high school diploma,AK,72,49,18,5
4456,2015,No high school diploma,AZ,"1,099",646,406,47
4457,2015,No high school diploma,AR,412,265,128,18
4458,2015,No high school diploma,CA,"6,203","3,720","2,192",291
4459,2015,No high school diploma,CO,589,353,224,13
4460,2015,No high school diploma,CT,403,282,102,19
4461,2015,No high school diploma,DE,109,65,41,3
4462,2015,No high school diploma,DC,68,49,17,3
4463,2015,No high school diploma,FL,"2,559","1,752",696,111
4464,2015,No high school diploma,GA,"1,343",911,392,40
4465,2015,No high school diploma,HI,131,96,33,1
4466,2015,No high school diploma,ID,223,125,91,7
4467,2015,No high school diploma,IL,"1,530",992,445,93
4468,2015,No high school diploma,IN,845,538,255,52
4469,2015,No high school diploma,IA,298,173,117,7
4470,2015,No high school diploma,KS,373,209,147,17
4471,2015,No high school diploma,KY,637,494,122,21
4472,2015,No high school diploma,LA,729,467,218,43
4473,2015,No high school diploma,ME,146,99,38,9
4474,2015,No high school diploma,MD,581,403,164,14
4475,2015,No high school diploma,MA,692,492,176,24
4476,2015,No high school diploma,MI,"1,126",782,297,46
4477,2015,No high school diploma,MN,602,364,205,33
4478,2015,No high school diploma,MS,481,350,117,14
4479,2015,No high school diploma,MO,659,410,214,35
4480,2015,No high school diploma,MT,109,70,37,2
4481,2015,No high school diploma,NE,217,131,76,9
4482,2015,No high school diploma,NV,368,203,133,33
4483,2015,No high school diploma,NH,113,73,36,4
4484,2015,No high school diploma,NJ,"1,015",635,347,33
4485,2015,No high school diploma,NM,282,185,85,13
4486,2015,No high school diploma,NY,"2,604","1,759",738,107
4487,2015,No high school diploma,NC,"1,378",896,433,50
4488,2015,No high school diploma,ND,74,45,26,4
4489,2015,No high school diploma,OH,"1,382",909,366,107
4490,2015,No high school diploma,OK,529,302,207,20
4491,2015,No high school diploma,OR,479,322,135,22
4492,2015,No high school diploma,PA,"1,510","1,034",423,53
4493,2015,No high school diploma,RI,161,97,47,16
4494,2015,No high school diploma,SC,664,433,192,39
4495,2015,No high school diploma,SD,87,55,29,3
4496,2015,No high school diploma,TN,955,643,275,37
4497,2015,No high school diploma,TX,"4,389","2,528","1,735",126
4498,2015,No high school diploma,UT,307,168,130,9
4499,2015,No high school diploma,VT,51,36,14,1
4500,2015,No high school diploma,VA,"1,052",697,296,59
4501,2015,No high school diploma,WA,867,544,282,41
4502,2015,No high school diploma,WV,277,217,47,13
4503,2015,No high school diploma,WI,615,352,234,28
4504,2015,No high school diploma,WY,51,31,18,2
4505,2015,High school or equivalent,Totals,"71,887","29,592","39,065","3,229"
4506,2015,High school or equivalent,AL,"1,226",534,627,65
4508,2015,High school or equivalent,AK,161,54,94,13
4509,2015,High school or equivalent,AZ,"1,215",547,618,50
4510,2015,High school or equivalent,AR,826,358,438,30
4511,2015,High school or equivalent,CA,"7,358","2,805","4,134",419
4512,2015,High school or equivalent,CO,"1,006",357,603,47
4513,2015,High school or equivalent,CT,747,279,412,56
4514,2015,High school or equivalent,DE,240,99,133,8
4515,2015,High school or equivalent,DC,95,39,46,11
4516,2015,High school or equivalent,FL,"5,158","2,472","2,488",198
4517,2015,High school or equivalent,GA,"2,298",911,"1,281",106
4518,2015,High school or equivalent,HI,343,134,199,10
4519,2015,High school or equivalent,ID,315,113,192,10
4520,2015,High school or equivalent,IL,"2,772","1,094","1,507",172
4521,2015,High school or equivalent,IN,"1,885",816,"1,002",66
4522,2015,High school or equivalent,IA,762,317,417,28
4523,2015,High school or equivalent,KS,588,196,371,20
4524,2015,High school or equivalent,KY,"1,114",492,564,57
4525,2015,High school or equivalent,LA,"1,195",488,637,69
4526,2015,High school or equivalent,ME,377,158,207,12
4527,2015,High school or equivalent,MD,"1,201",476,655,71
4528,2015,High school or equivalent,MA,"1,399",586,748,65
4529,2015,High school or equivalent,MI,"2,549","1,183","1,275",90
4530,2015,High school or equivalent,MN,"1,025",358,621,47
4531,2015,High school or equivalent,MS,755,337,375,43
4532,2015,High school or equivalent,MO,"1,407",497,847,62
4533,2015,High school or equivalent,MT,220,83,128,9
4534,2015,High school or equivalent,NE,387,126,249,13
4535,2015,High school or equivalent,NV,665,272,354,38
4536,2015,High school or equivalent,NH,304,104,191,9
4537,2015,High school or equivalent,NJ,"2,014",790,"1,111",113
4538,2015,High school or equivalent,NM,414,175,225,14
4539,2015,High school or equivalent,NY,"4,231","2,006","2,060",165
4540,2015,High school or equivalent,NC,"2,264",934,"1,227",103
4541,2015,High school or equivalent,ND,152,49,98,6
4542,2015,High school or equivalent,OH,"3,357","1,357","1,877",123
4543,2015,High school or equivalent,OK,939,347,561,32
4544,2015,High school or equivalent,OR,857,369,455,32
4545,2015,High school or equivalent,PA,"3,609","1,531","1,930",148
4546,2015,High school or equivalent,RI,228,82,135,11
4547,2015,High school or equivalent,SC,"1,263",549,667,47
4548,2015,High school or equivalent,SD,196,67,116,14
4549,2015,High school or equivalent,TN,"1,638",706,872,61
4550,2015,High school or equivalent,TX,"5,272","1,997","3,069",206
4551,2015,High school or equivalent,UT,551,199,331,21
4552,2015,High school or equivalent,VT,154,54,96,4
4553,2015,High school or equivalent,VA,"1,569",613,882,74
4554,2015,High school or equivalent,WA,"1,478",630,788,60
4555,2015,High school or equivalent,WV,578,292,263,24
4556,2015,High school or equivalent,WI,"1,381",517,795,69
4557,2015,High school or equivalent,WY,148,45,94,9
4558,2015,"Some college, less than 4-yr degree",Totals,"68,874","23,661","42,736","2,477"
4559,2015,"Some college, less than 4-yr degree",AL,"1,010",365,606,39
4561,2015,"Some college, less than 4-yr degree",AK,168,59,103,6
4562,2015,"Some college, less than 4-yr degree",AZ,"1,609",670,890,49
4563,2015,"Some college, less than 4-yr degree",AR,604,234,349,21
4564,2015,"Some college, less than 4-yr degree",CA,"8,605","3,179","5,079",346
4565,2015,"Some college, less than 4-yr degree",CO,"1,159",383,733,43
4566,2015,"Some college, less than 4-yr degree",CT,727,212,489,25
4567,2015,"Some college, less than 4-yr degree",DE,189,68,115,6
4568,2015,"Some college, less than 4-yr degree",DC,78,33,40,5
4569,2015,"Some college, less than 4-yr degree",FL,"4,356","1,652","2,584",120
4570,2015,"Some college, less than 4-yr degree",GA,"2,171",703,"1,355",112
4571,2015,"Some college, less than 4-yr degree",HI,328,119,201,8
4572,2015,"Some college, less than 4-yr degree",ID,413,141,261,12
4573,2015,"Some college, less than 4-yr degree",IL,"2,733",867,"1,774",92
4574,2015,"Some college, less than 4-yr degree",IN,"1,235",390,799,46
4575,2015,"Some college, less than 4-yr degree",IA,775,187,568,19
4576,2015,"Some college, less than 4-yr degree",KS,658,178,462,18
4577,2015,"Some college, less than 4-yr degree",KY,905,321,562,22
4578,2015,"Some college, less than 4-yr degree",LA,962,321,612,29
4579,2015,"Some college, less than 4-yr degree",ME,282,100,172,10
4580,2015,"Some college, less than 4-yr degree",MD,"1,225",380,788,57
